id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn19870_c0	=	Cytosol_0	(114116_gene or 117548_gene)	CustomReaction_c0		0.05		(1)  cpd00054[c0] + (1)  cpd00087[c0] <=> (1)  cpd00001[c0] + (1)  cpd00033[c0] + (1)  cpd00125[c0]	(1)  L-Serine[c0] + (1)  Tetrahydrofolate[c0] <=> (1)  H2O[c0] + (1)  Glycine[c0] + (1)  5-10-Methylenetetrahydrofolate[c0]	rxn19870	GHMT2rm			1CMET2-PWY|AMINE-DEG|Amino-Acid-Biosynthesis|Biosynthesis|C1-COMPOUNDS|Cofactor-Biosynthesis|Degradation|Energy-Metabolism|Folate-Biosynthesis|Formaldehyde-Assimilation|GLYCINE-SYN|GLYSYN-PWY|IND-AMINO-ACID-SYN|NUCLEO-DEG|Photosynthesis|Purine-Degradation|SER-GLYSYN-PWY|Vitamin-Biosynthesis
rxn00414_m0	=	m_0	(122063_gene)	CustomReaction_m0		-20.79		(1)  cpd00001[m0] + (2)  cpd00002[m0] + (1)  cpd00053[m0] + (1)  cpd00242[m0] <=> (2)  cpd00008[m0] + (1)  cpd00009[m0] + (1)  cpd00023[m0] + (2)  cpd00067[m0] + (1)  cpd00146[m0]	(1)  H2O[m0] + (2)  ATP[m0] + (1)  L-Glutamine[m0] + (1)  H2CO3[m0] <=> (2)  ADP[m0] + (1)  Phosphate[m0] + (1)  L-Glutamate[m0] + (2)  H+[m0] + (1)  Carbamoylphosphate[m0]	rxn00414	CBPS	R00575	Pyrimidine metabolism|Alanine, aspartate and glutamate metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Polyamine-Biosynthesis|Pyrimidine-De-Novo-Biosyn
rxn01465_c0	=	Cytosol_0	(122063_gene)	(S)-dihydroorotate amidohydrolase_c0		-5.28		(1)  cpd00001[c0] + (1)  cpd00282[c0] <=> (1)  cpd00067[c0] + (1)  cpd00343[c0]	(1)  H2O[c0] + (1)  S-Dihydroorotate[c0] <=> (1)  H+[c0] + (1)  N-Carbamoyl-L-aspartate[c0]	rxn01465	DH or TS	R01993	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00208_c0	=	Cytosol_0	(117043_gene)	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)_c0		-25.57		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00493[c0] <=> (1)  cpd00013[c0] + (1)  cpd00016[c0] + (1)  cpd00025[c0]	(1)  H2O[c0] + (1)  O2[c0] + (1)  Pyridoxamine phosphate[c0] <=> (1)  NH3[c0] + (1)  Pyridoxal phosphate[c0] + (1)  H2O2[c0]	rxn00208	PDX3_1	R00277	Vitamin B6 metabolism	Biosynthesis|Cofactor-Biosynthesis|PLPSAL-PWY|PWY0-845|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn00717_c0	=	Cytosol_0	(147375_gene)	Cytosine aminohydrolase_c0		-5.14		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00307[c0] <=> (1)  cpd00013[c0] + (1)  cpd00092[c0]	(1)  H2O[c0] + (1)  H+[c0] + (1)  Cytosine[c0] <=> (1)  NH3[c0] + (1)  Uracil[c0]	rxn00717	FCY1	R00974	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-163|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
rxn07574_m0	=	m_0	(114037_gene)	CustomReaction_m0		2.16		(1)  cpd14936[m0] <=> (1)  cpd00001[m0] + (1)  cpd14937[m0]	(1)  3-Hydroxystearoyl-CoA[m0] <=> (1)  H2O[m0] + (1)  (2E) -Octadecenoyl-CoA[m0]	rxn07574		R07760	Biosynthesis of unsaturated fatty acids	
rxn01964_c0	=	Cytosol_0	(119196_gene)	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]_c0		-9.17		(1)  cpd00054[c0] + (1)  cpd02210[c0] <=> (1)  cpd00001[c0] + (1)  cpd00065[c0] + (1)  cpd00102[c0]	(1)  L-Serine[c0] + (1)  Indoleglycerol phosphate[c0] <=> (1)  H2O[c0] + (1)  L-Tryptophan[c0] + (1)  Glyceraldehyde3-phosphate[c0]	rxn01964	TRPS1r	R02722	Glycine, serine and threonine metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn00948_c0	=	Cytosol_0	(91051_gene)	Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating)_c0		2.16		(1)  cpd00054[c0] + (1)  cpd00067[c0] + (1)  cpd00134[c0] <=> (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd01879[c0]	(1)  L-Serine[c0] + (1)  H+[c0] + (1)  Palmitoyl-CoA[c0] <=> (1)  CoA[c0] + (1)  CO2[c0] + (1)  3-Dehydrosphinganine[c0]	rxn00948	LCB1	R01281	Sphingolipid metabolism	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|Lipid-Biosynthesis|PWY3DJ-12|SPHINGOLIPID-SYN-PWY
rxn01858_c0	=	Cytosol_0	(113095_gene)	Deoxyadenosine aminohydrolase_c0		-8.48		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00438[c0] <=> (1)  cpd00013[c0] + (1)  cpd03279[c0]	(1)  H2O[c0] + (1)  H+[c0] + (1)  Deoxyadenosine[c0] <=> (1)  NH3[c0] + (1)  Deoxyinosine[c0]	rxn01858	AAH1_2	R02556	Purine metabolism	Degradation|NUCLEO-DEG|PWY0-1297
rxn00541_c0	=	Cytosol_0	(147763_gene)	L-threonine acetaldehyde-lyase (glycine-forming)_c0		3.21		(1)  cpd00033[c0] + (1)  cpd00071[c0] <=> (1)  cpd00161[c0]	(1)  Glycine[c0] + (1)  Acetaldehyde[c0] <=> (1)  L-Threonine[c0]	rxn00541	GLY1	R00751	Glycine, serine and threonine metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|GLYSYN-THR-PWY|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG
rxn09988_e0	=	Extracellular_0	122599_gene	alpha-N-arabinofuranosidase_e0		-1.546		(3)  cpd00001[e0] + (1)  cpd12115[e0] <=> (3)  cpd00224[e0]	(3)  H2O[e0] + (1)  Arabinan[e0] <=> (3)  L-Arabinose[e0]	rxn09988				
R-r1033_c0	=	Cytosol_0	(47049_gene)	CustomReaction_c0				(1)  cpd00266[c0] + (1)  cpd01398[c0] <=> (1)  M-c182car-c_c0[c0] + (1)  cpd00010[c0]	(1)  Carnitine[c0] + (1)  Linoleoyl-CoA[c0] <=> (1)  octadecadienoyl-carnitine[c0] + (1)  CoA[c0]	rxn00000				
R-r0446_e0	=	Extracellular_0	114976_gene	CustomReaction_e0				(1)  cpd00158[e0] <=> (1)  cpd00001[e0] + (2)  cpd11791[e0]	(1)  CELB[e0] <=> (1)  H2O[e0] + (2)  1,3-beta-Glucan[e0]	rxn00000				
rxn00988_c0	=	Cytosol_0	(115146_gene)	Acetoacetate:CoA ligase (AMP-forming)_c0	6.2.1.16	-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd00142[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00279[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Acetoacetate[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  Acetoacetyl-CoA[c0]	rxn00988	ACAC	R01357	Butanoate metabolism	
rxn01069_c0	=	Cytosol_0	(123946_gene)	O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)_c0	4.2.99.2	5.4		(1)  cpd00001[c0] + (1)  cpd00809[c0] <=> (1)  cpd00009[c0] + (1)  cpd00161[c0]	(1)  H2O[c0] + (1)  O-Phospho-L-homoserine[c0] <=> (1)  Phosphate[c0] + (1)  L-Threonine[c0]	rxn01069	THR4_1	R01466	Glycine, serine and threonine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn06377_m0	=	m_0	(118734_gene)	CustomReaction_m0		2.84		(1)  cpd00011[m0] + (1)  cpd11830[m0] <=> (1)  cpd00033[m0] + (1)  cpd12005[m0]	(1)  CO2[m0] + (1)  S-Aminomethyldihydrolipoylprotein[m0] <=> (1)  Glycine[m0] + (1)  Lipoylprotein[m0]	rxn06377	GCCa	R03425	Glycine, serine and threonine metabolism	
R-r0590_c0	=	Cytosol_0	(130292_gene)	CustomReaction_c0				(1)  cpd00007[c0] + (1)  cpd00100[c0] <=> (1)  cpd00025[c0] + (1)  cpd00157[c0]	(1)  O2[c0] + (1)  Glycerol[c0] <=> (1)  H2O2[c0] + (1)  Glycerone[c0]	rxn00000				
R-r0864_c0	=	Cytosol_0	85519_gene	CustomReaction_c0				(1)  M-c162-c_c0[c0] + (1)  cpd00002[c0] + (1)  cpd00010[c0] <=> (1)  M-c162coa-c_c0[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  hexadecadienoate[c0] + (1)  ATP[c0] + (1)  CoA[c0] <=> (1)  hexadecadienoyl-CoA[c0] + (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0]	rxn00000				
rxn03245_m0	=	m_0	(114037_gene)	CustomReaction_m0		2.16		(1)  cpd03118[m0] <=> (1)  cpd00001[m0] + (1)  cpd03129[m0]	(1)  (S) -Hydroxydecanoyl-CoA[m0] <=> (1)  H2O[m0] + (1)  (2E) -Decenoyl-CoA[m0]	rxn03245	ECOAH4	R04744	Fatty acid elongation|Fatty acid degradation	
R-r1032_c0	=	Cytosol_0	(47049_gene)	CustomReaction_c0				(1)  cpd00266[c0] + (1)  cpd00399[c0] <=> (1)  M-c181car-c_c0[c0] + (1)  cpd00010[c0]	(1)  Carnitine[c0] + (1)  Oleoyl-CoA[c0] <=> (1)  octadecenoyl-carnitine[c0] + (1)  CoA[c0]	rxn00000				
rxn02004_c0	=	Cytosol_0	(75956_gene)	Trehalose-6-phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00523[c0] <=> (1)  cpd00009[c0] + (1)  cpd00794[c0]	(1)  H2O[c0] + (1)  Trehalose 6-phosphate[c0] <=> (1)  Phosphate[c0] + (1)  TRHL[c0]	rxn02004	TPS2	R02778	Starch and sucrose metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Organic-solutes-Biosynthesis|Other-biosynthesis|Polysaccharides-Biosynthesis|TREHALOSESYN-PWY|TRESYN-PWY|Trehalose-biosynthesis
R-r1024_c0	=	Cytosol_0	(47049_gene)	CustomReaction_c0				(1)  cpd00266[c0] + (1)  cpd04123[c0] <=> (1)  M-c141car-c_c0[c0] + (1)  cpd00010[c0]	(1)  Carnitine[c0] + (1)  (11E) -Tetradecenoyl-CoA[c0] <=> (1)  c141-carnitine[c0] + (1)  CoA[c0]	rxn00000				
R-r0863_c0	=	Cytosol_0	(85519_gene)	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd05274[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd15238[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Palmitoleic acid[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  Hexadecenoyl-CoA[c0]	rxn00000				
R-r1022_c0	=	Cytosol_0	(123189_gene)	CustomReaction_c0				(1)  cpd00007[c0] + (1)  cpd00024[c0] + (6)  cpd00067[c0] + (1)  cpd00210[c0] <=> (3)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00036[c0] + (1)  cpd00239[c0] + (1)  cpd04122[c0]	(1)  O2[c0] + (1)  2-Oxoglutarate[c0] + (6)  H+[c0] + (1)  Taurine[c0] <=> (3)  H2O[c0] + (1)  CO2[c0] + (1)  Succinate[c0] + (1)  H2S[c0] + (1)  Aminoacetaldehyde[c0]	rxn00000				
rxn09753_m0	=	m_0	(117695_gene)	CustomReaction_m0		-5.68		(1)  cpd00106[m0] + (1)  cpd00982[m0] <=> (1)  cpd00015[m0] + (1)  cpd00036[m0] + (1)  cpd00067[m0]	(1)  Fumarate[m0] + (1)  FADH2[m0] <=> (1)  FAD[m0] + (1)  Succinate[m0] + (1)  H+[m0]	rxn09753	FRDcm			
rxn25625_c0	=	Cytosol_0	41085_gene	CustomReaction_c0		-198.06		(2)  cpd00005[c0] + (2)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd02317[c0] <=> (1)  cpd00001[c0] + (2)  cpd00006[c0] + (1)  cpd00011[c0] + (1)  cpd00116[c0] + (1)  cpd04172_c0[c0]	(2)  NADPH[c0] + (2)  O2[c0] + (2)  H+[c0] + (1)  O-Methylsterigmatocystin[c0] <=> (1)  H2O[c0] + (2)  NADP[c0] + (1)  CO2[c0] + (1)  Methanol[c0] + (1)  Aflatoxin B1[c0]	rxn25625				Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
R-tr-gdpman_e0	=	Extracellular_0	118688_gene	CustomReaction_e0				(1)  cpd00083[e0] <=> (1)  cpd00083[c0]	(1)  GDP-mannose[e0] <=> (1)  GDP-mannose[c0]	rxn00000				
rxn00191_c0	=	Cytosol_0	(155031_gene)	L-Alanine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00035[c0] <=> (1)  cpd00020[c0] + (1)  cpd00023[c0]	(1)  2-Oxoglutarate[c0] + (1)  L-Alanine[c0] <=> (1)  Pyruvate[c0] + (1)  L-Glutamate[c0]	rxn00191	ALATA_L	R00258	Alanine, aspartate and glutamate metabolism|Carbon fixation in photosynthetic organisms	ALACAT2-PWY|ALANINE-DEG|ALANINE-DEG3-PWY|ALANINE-SYN|ALANINE-SYN2-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|Fermentation|IND-AMINO-ACID-SYN|PROPFERM-PWY|PWY0-1061|Pyruvate-Degradation
rxn00785_c0	=	Cytosol_0	(119857_gene)	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		1.75		(1)  cpd00198[c0] + (1)  cpd00236[c0] <=> (1)  cpd00072[c0] + (1)  cpd00102[c0]	(1)  D-Xylulose5-phosphate[c0] + (1)  D-Erythrose4-phosphate[c0] <=> (1)  D-fructose-6-phosphate[c0] + (1)  Glyceraldehyde3-phosphate[c0]	rxn00785	TKT2	R01067	Carbon fixation in photosynthetic organisms	
R-r0854_c0	=	Cytosol_0	85519_gene	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd29962_c0[c0] <=> (1)  M-c183coa-c_c0[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Octadecatrienoic Acid[c0] <=> (1)  octadecatrienoyl-CoA[c0] + (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0]	rxn00000				
rxn00874_m0	=	m_0	(113748_gene)	CustomReaction_m0		7.06		(1)  cpd00010[m0] + (1)  cpd03123[m0] <=> (1)  cpd00022[m0] + (1)  cpd00120[m0]	(1)  CoA[m0] + (1)  3-Oxohexanoyl-CoA[m0] <=> (1)  Acetyl-CoA[m0] + (1)  Butyryl-CoA[m0]	rxn00874	ACACT2r	R01177	Fatty acid elongation|Fatty acid degradation	Energy-Metabolism|Fermentation
rxn03433_m0	=	m_0	(119361_gene)	CustomReaction_m0		-5.76		(1)  cpd00001[m0] + (1)  cpd03572[m0] <=> (1)  cpd00010[m0] + (1)  cpd00067[m0] + (1)  cpd00876[m0]	(1)  H2O[m0] + (1)  (S) -3-Hydroxyisobutyryl-CoA[m0] <=> (1)  CoA[m0] + (1)  H+[m0] + (1)  3-Hydroxyisobutyrate[m0]	rxn03433	3HBCOAHL	R05064	Valine, leucine and isoleucine degradation	
rxn01484_c0	=	Cytosol_0	(121379_gene)	N-Acetyl-D-glucosamine-6-phosphate amidohydrolase_c0		-2		(1)  cpd00001[c0] + (1)  cpd00293[c0] <=> (1)  cpd00029[c0] + (1)  cpd00288[c0]	(1)  H2O[c0] + (1)  N-Acetyl-D-glucosamine 6-phosphate[c0] <=> (1)  Acetate[c0] + (1)  D-Glucosamine phosphate[c0]	rxn01484	AGDC	R02059	Amino sugar and nucleotide sugar metabolism	AMINE-DEG|CARBOXYLATES-DEG|Carbohydrates-Degradation|Chitin-Degradation|Degradation|GLCMANNANAUT-PWY|GLUAMCAT-PWY|N-Acetylglucosamine-Degradation|P441-PWY|POLYSACCHARIDES-DEG|Polymer-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn00077_c0	=	Cytosol_0	(127313_gene)	ATP:NAD+ 2'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00003[c0] <=> (1)  cpd00006[c0] + (1)  cpd00008[c0] + (1)  cpd00067[c0]	(1)  ATP[c0] + (1)  NAD[c0] <=> (1)  NADP[c0] + (1)  ADP[c0] + (1)  H+[c0]	rxn00077	NADK	R00104	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NADPHOS-DEPHOS-PWY
rxn00467_c0	=	Cytosol_0	(120190_gene)	L-Ornithine:2-oxo-acid aminotransferase_c0		-1		(1)  cpd00024[c0] + (1)  cpd00064[c0] <=> (1)  cpd00023[c0] + (1)  cpd00858[c0]	(1)  2-Oxoglutarate[c0] + (1)  Ornithine[c0] <=> (1)  L-Glutamate[c0] + (1)  L-Glutamate5-semialdehyde[c0]	rxn00467		R00667	Arginine and proline metabolism	ARG-PRO-PWY|ARGASEDEG-PWY|ARGININE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|Interconversion|Other-Amino-Acid-Biosynthesis|PROLINE-SYN
rxn30430_c0	=	Cytosol_0	(64497_gene)	CustomReaction_c0				(1)  cpd00096[c0] + (1)  cpd11421[c0] <=> (1)  cpd00001[c0] + (1)  cpd00533[c0] + (1)  cpd11420[c0]	(1)  CDP[c0] + (1)  trdrd[c0] <=> (1)  H2O[c0] + (1)  dCDP[c0] + (1)  trdox[c0]	rxn30430	RNDR3n			
rxn01409_m0	=	m_0	(47049_gene or 123299_gene)	CustomReaction_m0		-3.61		(1)  cpd00134[m0] + (1)  cpd00266[m0] <=> (1)  cpd00010[m0] + (1)  cpd01915[m0]	(1)  Palmitoyl-CoA[m0] + (1)  Carnitine[m0] <=> (1)  CoA[m0] + (1)  L-Palmitoylcarnitine[m0]	rxn01409		R01923	Fatty acid degradation	
rxn03384_c0	=	Cytosol_0	(149072_gene)	Uroporphyrinogen I carboxy-lyase_c0		-19.6		(1)  cpd03414[c0] <=> (4)  cpd00011[c0] + (1)  cpd03416[c0]	(1)  UroporphyrinogenI[c0] <=> (4)  CO2[c0] + (1)  CoproporphyrinogenI[c0]	rxn03384	UPPDC2	R04972	Porphyrin and chlorophyll metabolism	
rxn01501_c0	=	Cytosol_0	(117590_gene or 117590_gene)	(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)_c0		1.17		(2)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd00292[c0] <=> (2)  cpd00006[c0] + (1)  cpd00010[c0] + (1)  cpd00332[c0]	(2)  NADPH[c0] + (2)  H+[c0] + (1)  HMG-CoA[c0] <=> (2)  NADP[c0] + (1)  CoA[c0] + (1)  Mevalonic acid[c0]	rxn01501	HMG1	R02082	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|GGPP-Biosynthesis|ISOPRENOIDS|Lipid-Biosynthesis|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn08094_m0	=	m_0	(118734_gene)	CustomReaction_m0		-8.14		(1)  cpd00003[m0] + (1)  cpd00010[m0] + (1)  cpd00024[m0] <=> (1)  cpd00004[m0] + (1)  cpd00011[m0] + (1)  cpd00078[m0]	(1)  NAD[m0] + (1)  CoA[m0] + (1)  2-Oxoglutarate[m0] <=> (1)  NADH[m0] + (1)  CO2[m0] + (1)  Succinyl-CoA[m0]	rxn08094	AKGD	R08549		Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
R-r0627_m0	=	m_0	(121788_gene or 118208_gene)	CustomReaction_m0				(1)  cpd00001[m0] + (1)  cpd00002[m0] + (1)  cpd11456[m0] <=> (1)  cpd00008[m0] + (1)  cpd00009[m0] + (1)  cpd00067[m0] + (1)  cpd11456[c0]	(1)  H2O[m0] + (1)  ATP[m0] + (1)  Phosphatidylethanolamine[m0] <=> (1)  ADP[m0] + (1)  Phosphate[m0] + (1)  H+[m0] + (1)  Phosphatidylethanolamine[c0]	rxn00000				
rxn08456_c0	=	Cytosol_0	(85519_gene)	CustomReaction_c0		-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd01113[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd03124[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Hexanoate[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  Hexanoyl-CoA[c0]	rxn08456	FACOAL60t2pp			
rxn00145_m0	=	m_0	((46347_gene or 121664_gene) or (55449_gene or 121664_gene))	CustomReaction_m0		-8.58		(2)  cpd00109[m0] + (1)  cpd00159[m0] <=> (1)  cpd00020[m0] + (2)  cpd00067[m0] + (2)  cpd00110[m0]	(2)  Cytochrome c3+[m0] + (1)  L-Lactate[m0] <=> (1)  Pyruvate[m0] + (2)  H+[m0] + (2)  Cytochrome c2+[m0]	rxn00145	L-LACD	R00196	Pyruvate metabolism	
rxn06109_m0	=	m_0	(117695_gene)	CustomReaction_m0		-2.44		(1)  cpd00036[m0] + (1)  cpd11669[m0] <=> (1)  cpd00106[m0] + (1)  cpd11665[m0]	(1)  Succinate[m0] + (1)  Q[m0] <=> (1)  Fumarate[m0] + (1)  QH2[m0]	rxn06109		R02164	Citrate cycle (TCA cycle)	
rxn04082_c0	=	Cytosol_0	(119437_gene)	L-ribulose-5-phosphate 4-epimerase_c0	5.1.3.4	0		(1)  cpd00808[c0] <=> (1)  cpd00198[c0]	(1)  L-ribulose-5-phosphate[c0] <=> (1)  D-Xylulose5-phosphate[c0]	rxn04082	RBP4E	R05850	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism	ARABCAT-PWY|Ascorbate-Degradation|CARBOXYLATES-DEG|Carbohydrates-Degradation|Degradation|L-Arabinose-Degradation|LYXMET-PWY|PWY0-301|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn01265_c0	=	Cytosol_0	(132672_gene)	Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase_c0		9.6		(1)  cpd00103[c0] + (1)  cpd00218[c0] <=> (1)  cpd00012[c0] + (1)  cpd00873[c0]	(1)  PRPP[c0] + (1)  Niacin[c0] <=> (1)  PPi[c0] + (1)  Nicotinate ribonucleotide[c0]	rxn01265	NAPRT	R01724	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PYRIDNUCSAL-PWY
rxn00855_c0	=	Cytosol_0	(131854_gene)	acetyl-CoA:putrescine N-acetyltransferase_c0		-5.29		(1)  cpd00022[c0] + (1)  cpd00118[c0] <=> (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd01758[c0]	(1)  Acetyl-CoA[c0] + (1)  Putrescine[c0] <=> (1)  CoA[c0] + (1)  H+[c0] + (1)  N-Acetylputrescine[c0]	rxn00855		R01154	Arginine and proline metabolism	AMINE-DEG|Degradation|Putrescine-Degradation
rxn00649_c0	=	Cytosol_0	(115758_gene)	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase_c0		-3.42		(1)  cpd00239[c0] + (1)  cpd00722[c0] <=> (1)  cpd00029[c0] + (1)  cpd00084[c0]	(1)  H2S[c0] + (1)  O-Acetyl-L-serine[c0] <=> (1)  Acetate[c0] + (1)  L-Cysteine[c0]	rxn00649	CYSS	R00897	Cysteine and methionine metabolism|Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|CYSTEINE-SYN|CYSTSYN-PWY|IND-AMINO-ACID-SYN|SULFATE-CYS-PWY
R-r1025_m0	=	m_0	47049_gene	CustomReaction_m0				(1)  cpd00266[m0] + (1)  cpd04123[m0] <=> (1)  M-c141car-m_m0[m0] + (1)  cpd00010[m0]	(1)  Carnitine[m0] + (1)  (11E) -Tetradecenoyl-CoA[m0] <=> (1)  c141-carnitine[m0] + (1)  CoA[m0]	rxn00000				
rxn01291_c0	=	Cytosol_0	(116002_gene or 113738_gene)	L-Arabitol:NADP+ 1-oxidoreductase_c0		4.7		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00224[c0] <=> (1)  cpd00006[c0] + (1)  cpd00417[c0]	(1)  NADPH[c0] + (1)  H+[c0] + (1)  L-Arabinose[c0] <=> (1)  NADP[c0] + (1)  L-Lyxitol[c0]	rxn01291	ARABR	R01759	Pentose and glucuronate interconversions	
rxn01200_c0	=	Cytosol_0	(119857_gene)	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		-2.08		(1)  cpd00101[c0] + (1)  cpd00198[c0] <=> (1)  cpd00102[c0] + (1)  cpd00238[c0]	(1)  ribose-5-phosphate[c0] + (1)  D-Xylulose5-phosphate[c0] <=> (1)  Glyceraldehyde3-phosphate[c0] + (1)  Sedoheptulose7-phosphate[c0]	rxn01200		R01641	Pentose phosphate pathway|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P124-PWY|P185-PWY|P21-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|Sugars-And-Polysaccharides|Xylose-Degradation
R-r1048_c0	=	Cytosol_0	(123003_gene)	CustomReaction_c0				(1)  cpd00083[c0] <=> (1)  cpd00031[c0] + (1)  cpd12120_c0[c0]	(1)  GDP-mannose[c0] <=> (1)  GDP[c0] + (1)  1,4-beta-D-Mannan[c0]	rxn00000				
